2005-2006,PIT,81,39,63,110,16,3
2006-2007,PIT,79,36,84,60,13,0
2007-2008,PIT,53,24,48,39,6,0
2008-2009,PIT,77,33,70,76,7,1
2009-2010,PIT,81,51,58,71,13,1
2010-2011,PIT,41,32,34,31,10,0
2011-2012,PIT,22,8,29,14,2,0
2012-2013,PIT,36,15,41,16,3,0
2013-2014,PIT,80,36,68,46,11,1
2014-2015,PIT,77,28,56,47,10,1
2015-2016,PIT,80,36,49,42,10,2
2016-2017,PIT,75,44,45,24,14,1
2017-2018,PIT,82,29,60,46,9,3
2018-2019,PIT,79,35,65,36,12,1
